"StartIP","EndIP","Org","Customer"
"16.101.0.0","16.101.255.255","Amazon.com, Inc.",
"16.102.0.0","16.102.255.255","Amazon.com, Inc.",
"16.101.0.0","16.101.255.255","Amazon.com, Inc.",
"16.102.0.0","16.102.255.255","Amazon.com, Inc.",
"16.101.0.0","16.101.255.255","Amazon.com, Inc.",
"16.102.0.0","16.102.255.255","Amazon.com, Inc.",
"16.101.0.0","16.101.255.255","Amazon.com, Inc.",
"16.102.0.0","16.102.255.255","Amazon.com, Inc.",
"16.101.0.0","16.101.255.255","Amazon.com, Inc.",
"16.101.0.0","16.101.255.255","Amazon.com, Inc.",
"16.102.0.0","16.102.255.255","Amazon.com, Inc.",
"16.103.0.0","16.103.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.104.0.0","16.107.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.108.0.0","16.108.255.255","Amazon.com, Inc.",
"16.109.0.0","16.109.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.110.0.0","16.111.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.112.0.0","16.112.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.113.0.0","16.113.255.255","Amazon.com, Inc.",
"16.114.0.0","16.114.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.115.0.0","16.115.255.255","Amazon.com, Inc.",
"16.116.0.0","16.116.255.255","Amazon.com, Inc.",
"16.117.0.0","16.117.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.118.0.0","16.118.255.255","Amazon.com, Inc.",
"16.120.0.0","16.121.255.255","Amazon.com, Inc.",
"16.119.0.0","16.119.255.255","Amazon.com, Inc.",
"16.120.0.0","16.121.255.255","Amazon.com, Inc.",
"16.119.0.0","16.119.255.255","Amazon.com, Inc.",
"16.119.0.0","16.119.255.255","Amazon.com, Inc.",
"16.120.0.0","16.121.255.255","Amazon.com, Inc.",
"16.122.0.0","16.122.255.255","Amazon.com, Inc.",
"16.123.0.0","16.123.255.255","Amazon.com, Inc.",
"16.124.0.0","16.124.255.255","Amazon.com, Inc.",
"16.125.0.0","16.125.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.128.0.0","16.129.255.255","Amazon.com, Inc.",
"16.130.0.0","16.130.255.255","Amazon.com, Inc.",
"16.126.0.0","16.127.255.255","Amazon.com, Inc.",
"16.128.0.0","16.129.255.255","Amazon.com, Inc.",
"16.126.0.0","16.127.255.255","Amazon.com, Inc.",
"16.130.0.0","16.130.255.255","Amazon.com, Inc.",
"16.131.0.0","16.131.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.132.0.0","16.132.255.255","Amazon.com, Inc.",
"16.133.0.0","16.133.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.134.0.0","16.134.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.138.0.0","16.138.255.255","Amazon.com, Inc.",
"16.136.0.0","16.137.255.255","Amazon.com, Inc.",
"16.135.0.0","16.135.255.255","Amazon.com, Inc.",
"16.135.0.0","16.135.255.255","Amazon.com, Inc.",
"16.136.0.0","16.137.255.255","Amazon.com, Inc.",
"16.138.0.0","16.138.255.255","Amazon.com, Inc.",
"16.139.0.0","16.139.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.140.0.0","16.141.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.142.0.0","16.142.255.255","Amazon.com, Inc.",
"16.143.0.0","16.143.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.144.0.0","16.144.255.255","Amazon.com, Inc.",
"16.145.0.0","16.145.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.146.0.0","16.146.255.255","Amazon.com, Inc.",
"16.147.0.0","16.147.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.148.0.0","16.148.255.255","Amazon.com, Inc.",
"16.150.0.0","16.150.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.149.0.0","16.149.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.150.0.0","16.150.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.149.0.0","16.149.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.150.0.0","16.150.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.149.0.0","16.149.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.149.0.0","16.149.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.150.0.0","16.150.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.151.0.0","16.151.255.255","Amazon.com, Inc.",
"16.152.0.0","16.152.255.255","Amazon.com, Inc.",
"16.153.0.0","16.153.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.154.0.0","16.154.255.255","Amazon.com, Inc.",
"16.155.0.0","16.155.255.255","Amazon.com, Inc.",
"16.156.0.0","16.156.255.255","Amazon.com, Inc.",
"16.158.0.0","16.159.255.255","Amazon.com, Inc.",
"16.157.0.0","16.157.255.255","Amazon.com, Inc.",
"16.157.0.0","16.157.255.255","Amazon.com, Inc.",
"16.158.0.0","16.159.255.255","Amazon.com, Inc.",
"16.160.0.0","16.161.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.162.0.0","16.163.255.255","Amazon Data Services Hong Kong",
"16.162.0.0","16.163.255.255","Amazon.com, Inc.",
"16.164.0.0","16.164.255.255","Amazon.com, Inc.",
"16.165.0.0","16.165.255.255","Amazon.com, Inc.",
"16.166.0.0","16.167.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.168.0.0","16.169.255.255","Amazon Data Services Sweden",
"16.170.0.0","16.171.255.255","Amazon Data Services Sweden",
"16.172.0.0","16.173.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.174.0.0","16.174.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.176.0.0","16.177.255.255","Amazon.com, Inc.",
"16.175.0.0","16.175.255.255","Amazon.com, Inc.",
"16.175.0.0","16.175.255.255","Amazon.com, Inc.",
"16.176.0.0","16.177.255.255","Amazon.com, Inc.",
"16.178.0.0","16.178.255.255","Amazon.com, Inc.",
"16.179.0.0","16.179.255.255","Amazon.com, Inc.",
"16.182.0.0","16.182.255.255","Amazon.com, Inc.",
"16.180.0.0","16.181.255.255","Amazon.com, Inc.",
"16.180.0.0","16.181.255.255","Amazon.com, Inc.",
"16.182.0.0","16.182.255.255","Amazon.com, Inc.",
"16.184.0.0","16.184.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.183.0.0","16.183.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.184.0.0","16.184.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.183.0.0","16.183.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.183.0.0","16.183.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.184.0.0","16.184.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.185.0.0","16.185.255.255","Amazon.com, Inc.",
"16.186.0.0","16.186.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.187.0.0","16.187.255.255","Amazon.com, Inc.",
"16.188.0.0","16.189.255.255","Amazon.com, Inc.",
"16.190.0.0","16.190.255.255","Amazon.com, Inc.",
"16.191.0.0","16.191.255.255","Charter Communications",
"16.202.0.0","16.202.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.200.0.0","16.201.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.192.0.0","16.199.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.192.0.0","16.199.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.202.0.0","16.202.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.200.0.0","16.201.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.192.0.0","16.199.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.202.0.0","16.202.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.200.0.0","16.201.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.200.0.0","16.201.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.192.0.0","16.199.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.202.0.0","16.202.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.203.0.0","16.203.255.255","Charter Communications",
"16.204.0.0","16.204.255.255","Amazon.com, Inc.",
"16.205.0.0","16.205.255.255","Charter Communications",
"16.206.0.0","16.206.255.255","Amazon.com, Inc.",
"16.207.0.0","16.207.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.208.0.0","16.211.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.212.0.0","16.212.255.255","Charter Communications",
"16.213.0.0","16.213.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.214.0.0","16.214.255.255","Amazon.com, Inc.",
"16.215.0.0","16.215.255.255","Charter Communications",
"16.216.0.0","16.217.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.218.0.0","16.218.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.219.0.0","16.219.255.255","Amazon.com, Inc.",
"16.242.0.0","16.242.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.240.0.0","16.241.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.220.0.0","16.223.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.224.0.0","16.239.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.220.0.0","16.223.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.240.0.0","16.241.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.242.0.0","16.242.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.224.0.0","16.239.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.240.0.0","16.241.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.242.0.0","16.242.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.224.0.0","16.239.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.220.0.0","16.223.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.220.0.0","16.223.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.224.0.0","16.239.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.242.0.0","16.242.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.240.0.0","16.241.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.224.0.0","16.239.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.240.0.0","16.241.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.220.0.0","16.223.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.242.0.0","16.242.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.243.0.0","16.243.255.255","Charter Communications",
"16.244.0.0","16.244.255.255","Charter Communications",
"16.246.0.0","16.247.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.245.0.0","16.245.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"16.248.0.0","16.255.255.255","HEWLETT PACKARD ENTERPRISE COMPANY",
"17.0.0.0","17.255.255.255","Apple Inc.",
"18.0.0.0","18.31.255.255","Massachusetts Institute of Technology",
"18.128.0.0","18.255.255.255","Amazon Technologies Inc.",
"18.32.0.0","18.63.255.255","Amazon Technologies Inc.",
"18.64.0.0","18.127.255.255","Amazon Technologies Inc.",
"18.128.0.0","18.255.255.255","Amazon Technologies Inc.",
"18.32.0.0","18.63.255.255","Amazon Technologies Inc.",
"18.64.0.0","18.127.255.255","Amazon Technologies Inc.",
"18.64.0.0","18.127.255.255","Amazon Technologies Inc.",
"18.32.0.0","18.63.255.255","Amazon Technologies Inc.",
"18.128.0.0","18.255.255.255","Amazon Technologies Inc.",
"19.0.0.0","19.255.255.255","Ford Motor Company",
"20.0.0.0","20.31.255.255","Microsoft Corporation",
"20.32.0.0","20.32.255.255","DXC US Latin America Corporation",
"20.40.0.0","20.47.255.255","Microsoft Corporation",
"20.128.0.0","20.128.255.255","Microsoft Corporation",
"20.48.0.0","20.63.255.255","Microsoft Corporation",
"20.33.0.0","20.33.255.255","Microsoft Corporation",
"20.64.0.0","20.127.255.255","Microsoft Corporation",
"20.34.0.0","20.35.255.255","Microsoft Corporation",
"20.36.0.0","20.39.255.255","Microsoft Corporation",
"20.33.0.0","20.33.255.255","Microsoft Corporation",
"20.36.0.0","20.39.255.255","Microsoft Corporation",
"20.64.0.0","20.127.255.255","Microsoft Corporation",
"20.40.0.0","20.47.255.255","Microsoft Corporation",
"20.48.0.0","20.63.255.255","Microsoft Corporation",
"20.34.0.0","20.35.255.255","Microsoft Corporation",
"20.128.0.0","20.128.255.255","Microsoft Corporation",
"20.129.0.0","20.129.255.255","DXC US Latin America Corporation",
"20.130.0.0","20.130.255.255","Microsoft Corporation",
"20.131.0.0","20.131.255.255","DXC US Latin America Corporation",
"20.132.0.0","20.133.255.255","DXC US Latin America Corporation",
"20.134.0.0","20.134.255.255","DXC US Latin America Corporation",
"20.136.0.0","20.136.255.255","Microsoft Corporation",
"20.135.0.0","20.135.255.255","Microsoft Corporation",
"20.135.0.0","20.135.255.255","Microsoft Corporation",
"20.136.0.0","20.136.255.255","Microsoft Corporation",
"20.137.0.0","20.137.255.255","DXC US Latin America Corporation",
"20.138.0.0","20.139.255.255","DXC US Latin America Corporation",
"20.140.0.0","20.141.255.255","Microsoft Corporation",
"20.142.0.0","20.142.255.255","DXC US Latin America Corporation",
"20.144.0.0","20.147.255.255","Microsoft Corporation",
"20.143.0.0","20.143.255.255","Microsoft Corporation",
"20.143.0.0","20.143.255.255","Microsoft Corporation",
"20.144.0.0","20.147.255.255","Microsoft Corporation",
"20.148.0.0","20.149.255.255","DXC US Latin America Corporation",
"20.150.0.0","20.151.255.255","Microsoft Corporation",
"20.152.0.0","20.153.255.255","Microsoft Corporation",
"20.156.0.0","20.156.255.255","DXC US Latin America Corporation",
"20.154.0.0","20.155.255.255","DXC US Latin America Corporation",
"20.156.0.0","20.156.255.255","DXC US Latin America Corporation",
"20.154.0.0","20.155.255.255","DXC US Latin America Corporation",
"20.156.0.0","20.156.255.255","DXC US Latin America Corporation",
"20.154.0.0","20.155.255.255","DXC US Latin America Corporation",
"20.156.0.0","20.156.255.255","DXC US Latin America Corporation",
"20.154.0.0","20.155.255.255","DXC US Latin America Corporation",
"20.154.0.0","20.155.255.255","DXC US Latin America Corporation",
"20.156.0.0","20.156.255.255","DXC US Latin America Corporation",
"20.157.0.0","20.157.255.255","Microsoft Corporation",
"20.158.0.0","20.159.255.255","Microsoft Corporation",
"20.160.0.0","20.175.255.255","Microsoft Corporation",
"20.176.0.0","20.179.255.255","Microsoft Corporation",
"20.184.0.0","20.191.255.255","Microsoft Corporation",
"20.180.0.0","20.183.255.255","Microsoft Corporation",
"20.180.0.0","20.183.255.255","Microsoft Corporation",
"20.184.0.0","20.191.255.255","Microsoft Corporation",
"20.192.0.0","20.255.255.255","Microsoft Corporation",
"21.0.0.0","21.255.255.255","DoD Network Information Center",
"22.0.0.0","22.255.255.255","DoD Network Information Center",
"23.0.0.0","23.15.255.255","Akamai Technologies, Inc.",
"23.16.0.0","23.16.3.255",,"TELUS-HSIA-CRBKBC01"
"23.16.4.0","23.16.7.255",,"TELUS-DSL-VANCBC01"
"23.16.8.0","23.16.11.255",,"TELUS-FIBRE-OSYOBC01"
"23.16.12.0","23.16.15.255",,"TELUS-FIBRE-PTCMBC02"
"23.16.16.0","23.16.19.255",,"TELUS-FIBRE-PTCMBC02"
"23.16.20.0","23.16.23.255",,"TELUS-DSL-VERNBC01"
"23.16.24.0","23.16.27.255",,"TELUS-FIBRE-VANCBC08"
"23.16.28.0","23.16.31.255",,"TELUS-FIBRE-VANCBC07"
"23.16.32.0","23.16.35.255",,"TELUS-FIBRE-VANCBC08"
"23.16.36.0","23.16.39.255",,"TELUS-DSL-VCTABC09"
"23.16.40.0","23.16.43.255",,"TELUS-FIBRE-GDFRBC01"
"23.16.44.0","23.16.47.255",,"TELUS-FIBRE-KMLPBC01"
"23.16.48.0","23.16.51.255",,"TELUS-HSIA-VANCBC06"
"23.16.52.0","23.16.55.255",,"TELUS-HSIA-SRRYBC02"
"23.16.56.0","23.16.59.255",,"TELUS-FIBRE-KMLPBC02"
"23.16.0.0","23.17.255.255","TELUS Communications Inc.",
"23.18.0.0","23.18.255.255","T-Mobile USA, Inc.",
"23.19.0.0","23.19.31.255","LeaseWeb USA, Inc. Los Angeles",
"23.19.32.0","23.19.39.255","LeaseWeb USA, Inc. Seattle",
"23.19.0.0","23.19.31.255","Leaseweb USA, Inc.",
"23.19.32.0","23.19.47.255","Leaseweb USA, Inc.",
"23.19.48.0","23.19.51.255","RIPE Network Coordination Centre",
"23.19.52.0","23.19.52.255",,"LeaseWeb Global Services BV"
"23.19.53.0","23.19.53.255",,"LeaseWeb Global Services BV"
"23.19.52.0","23.19.55.255","Leaseweb USA, Inc.",
"23.19.56.0","23.19.63.255","RIPE Network Coordination Centre",
"23.19.64.0","23.19.79.255","LeaseWeb USA, Inc. Los Angeles",
"23.19.80.0","23.19.87.255","LeaseWeb USA, Inc. Seattle",
"23.19.88.0","23.19.95.255","Leaseweb USA, Inc.",
"23.19.96.0","23.19.103.255","Leaseweb USA, Inc.",
"23.19.104.0","23.19.107.255","LeaseWeb USA, Inc. Seattle",
"23.19.108.0","23.19.111.255","LeaseWeb USA, Inc. Pheonix",
"23.19.112.0","23.19.119.255","Leaseweb USA, Inc.",
"23.19.120.0","23.19.123.255","LeaseWeb USA, Inc. Chicago",
"23.19.124.0","23.19.127.255","LeaseWeb USA, Inc. Seattle",
"23.19.128.0","23.19.131.255","LeaseWeb USA, Inc. Seattle",
"23.19.132.0","23.19.135.255","LeaseWeb USA, Inc. Pheonix",
"23.19.136.0","23.19.143.255","LeaseWeb USA, Inc. Chicago",
"23.19.144.0","23.19.147.255","LeaseWeb USA, Inc. Pheonix",
"23.19.148.0","23.19.151.255","LeaseWeb USA, Inc. Los Angeles",
"23.19.64.0","23.19.127.255","Leaseweb USA, Inc.",
"23.19.128.0","23.19.255.255","Leaseweb USA, Inc.",
"23.20.0.0","23.23.255.255","Amazon Data Services NoVa",
"23.24.0.0","23.24.63.255","Comcast Cable Communications, LLC",
"23.24.64.0","23.24.64.7",,"NETGRADE TECHNOLOGY"
"23.24.64.0","23.24.95.255","Comcast Cable Communications, LLC",
"23.24.96.0","23.24.127.255","Comcast Cable Communications, LLC",
"23.24.128.0","23.24.159.255","Comcast Cable Communications, LLC",
"23.24.160.0","23.24.191.255","Comcast Cable Communications, LLC",
"23.24.192.0","23.24.223.255","Comcast Cable Communications, LLC",
"23.24.224.0","23.24.224.7",,"GOOD HEALTH MEDICA"
"23.24.224.0","23.24.239.255","Comcast Cable Communications, LLC",
"23.24.240.0","23.24.240.7",,"DEPENDABLE PATTERN"
"23.24.240.0","23.24.255.255","Comcast Cable Communications, LLC",
"23.25.0.0","23.25.63.255","Comcast Cable Communications, LLC",
"23.25.64.0","23.25.95.255","Comcast Cable Communications, LLC",
"23.25.96.0","23.25.96.7",,"CENTER GASTROINTESTI"
"23.25.96.8","23.25.96.15",,"EYE CARE AND SURGERY"
"23.25.96.0","23.25.127.255","Comcast Cable Communications, LLC",
"23.25.128.0","23.25.128.15",,"COFFMAN ENGINEERING"
"23.25.128.16","23.25.128.23",,"COMMUNITY TRANSIT"
"23.25.128.24","23.25.128.31",,"UNIBANK"
"23.25.128.32","23.25.128.39",,"ALLIED ADVERTISING"
"23.25.128.40","23.25.128.47",,"ABC OFFICE EQUIPMENT"
"23.25.128.48","23.25.128.55",,"RESOURCE MARKETING NW"
"23.25.128.56","23.25.128.63",,"COOKS HILL COMMUNITY"
"23.25.128.64","23.25.128.71",,"PHILIPS PUBLISHING GROU"
"23.25.128.72","23.25.128.79",,"INSURANCE FIRST"
"23.25.128.80","23.25.128.87",,"BELLEVUE NEIGHBORHOOD"
"23.25.128.88","23.25.128.95",,"CONSOLIDATED TELECOM INC"
"23.25.128.96","23.25.128.103",,"CREEKSIDE SLEEP MEDICINE"
"23.25.128.0","23.25.143.255","Comcast Cable Communications, LLC",
"23.25.144.0","23.25.144.15",,"ALEC PAPIERNIAK"
"23.25.144.0","23.25.159.255","Comcast Cable Communications, LLC",
"23.25.160.0","23.25.175.255","Comcast Cable Communications, LLC",
"23.25.176.0","23.25.183.255","Comcast Cable Communications, LLC",
"23.25.184.0","23.25.184.7",,"SPIDER A DIV.OF SAFEWORKS"
"23.25.184.8","23.25.184.15",,"COMMUNITY MORTGAGE INDEPEN"
"23.25.184.16","23.25.184.23",,"EPIC LANDSCAPE PRODUCTIONS"
"23.25.184.24","23.25.184.31",,"WESTPORT RESEARCH ASSOC"
"23.25.184.32","23.25.184.39",,"BOBSIGHT INDEP KIA"
"23.25.184.40","23.25.184.47",,"CITY OF PECULIAR CITY HALL"
"23.25.184.0","23.25.185.255","Comcast Cable Communications, LLC",
"23.25.186.0","23.25.187.255","Comcast Cable Communications, LLC",
"23.25.188.0","23.25.191.255","Comcast Cable Communications, LLC",
"23.25.192.0","23.25.192.7",,"BEING ADVANCED MEMORY CORP"
"23.25.192.0","23.25.255.255","Comcast Cable Communications, LLC",
"23.26.0.0","23.26.127.255","IPXO LLC",
"23.26.128.0","23.26.159.255","IPXO LLC",
"23.26.160.0","23.26.191.255","IPXO LLC",
"23.26.192.0","23.26.223.255","IPXO LLC",
"23.26.224.0","23.26.255.255","IPXO LLC",
"23.27.0.0","23.27.255.255","EGIHosting",
"23.28.0.0","23.28.15.255",,"WIDE OPEN WEST"
"23.28.16.0","23.28.31.255",,"WIDE OPEN WEST"
"23.28.32.0","23.28.47.255",,"WIDE OPEN WEST"
"23.28.48.0","23.28.63.255",,"WIDE OPEN WEST"
"23.28.64.0","23.28.95.255",,"WideOpenWest"
"23.28.96.0","23.28.111.255",,"WideOpenWest"
"23.28.112.0","23.28.119.255",,"WideOpenWest"
"23.28.120.0","23.28.123.255",,"WIDE OPEN WEST"
"23.28.124.0","23.28.125.255",,"Wide Open West"
"23.28.126.0","23.28.126.255",,"Wide Open West"
"23.28.127.0","23.28.127.255",,"Wide Open West"
"23.28.128.0","23.28.159.255",,"Wide Open West"
"23.28.160.0","23.28.167.255",,"WIDE OPEN WEST"
"23.28.168.0","23.28.175.255",,"Wide Open West"
"23.28.176.0","23.28.183.255",,"Wide Open West"
"23.28.184.0","23.28.191.255",,"Wide Open West"
"23.28.0.0","23.28.255.255","WideOpenWest Finance LLC",
"23.29.0.0","23.29.15.255","Ponderosa Cablevision",
"23.29.16.0","23.29.31.255","INTRADO COMMUNICATIONS HOLDINGS, LLC",
"23.29.32.0","23.29.32.7",,"Insurance Designers of KC"
"23.29.32.0","23.29.47.255","Consolidated Communications, Inc.",
"23.29.48.0","23.29.63.255","DMS",
"23.29.64.0","23.29.79.255","GorillaServers, Inc.",
"23.29.80.0","23.29.95.255","Mobius Communications Co.",
"23.29.96.0","23.29.111.255","Verizon Business",
